Province,District,Gender,Age,Disability,Orphan,Poverty Level,School Level,School Type,Enrolled,Grade,Grade Repetition,Transition Status,Dropout Status,Out of School,Distance to School (km),Midday Meal,Internet Access,Hostel Facility
Lumbini,Kapilvastu,Male,12,No,Yes,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,3.4,Yes,Yes,No
Lumbini,Parasi,Female,16,No,Yes,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,1.5,Yes,No,No
Lumbini,Palpa,Male,15,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.9,Yes,No,No
Lumbini,Pyuthan,Male,10,Yes,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,3.9,Yes,Yes,No
Lumbini,Rolpa,Female,16,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,1.9,Yes,No,Yes
Lumbini,Rupandehi,Female,11,No,No,Low,Lower Secondary,Public,Yes,6,Yes,No,No,No,3.1,Yes,No,Yes
Karnali,Dailekh,Male,18,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.8,Yes,Yes,No
Karnali,Dolpa,Male,9,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,1.7,No,Yes,No
Karnali,Humla,Female,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.4,Yes,No,No
Karnali,Jajarkot,Female,7,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,1.0,No,No,Yes
Karnali,Jumla,Male,15,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.9,Yes,Yes,No
Karnali,Kalikot,Male,7,Yes,Yes,Medium,Primary,Private,No,1,-,N/A,Yes,No,4.8,No,Yes,Yes
Karnali,Mugu,Female,12,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,3.5,Yes,No,No
Karnali,Salyan,Male,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.6,Yes,Yes,No
Karnali,Surkhet,Female,10,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.4,Yes,Yes,No
Karnali,Western Rukum,Female,12,No,No,High,Lower Secondary,Public,Yes,6,Yes,Yes,No,No,4.3,Yes,Yes,No
Sudurpashchim,Achham,Female,11,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.4,Yes,Yes,No
Sudurpashchim,Baitadi,Male,7,No,No,Medium,Primary,Private,No,4,-,N/A,Yes,No,2.6,No,Yes,No
Sudurpashchim,Bajhang,Female,18,No,No,Low,Upper Secondary,Public,Yes,10,Yes,No,No,No,0.9,Yes,No,No
Sudurpashchim,Bajura,Female,17,No,No,High,Upper Secondary,Public,Yes,9,No,No,No,No,1.9,Yes,Yes,No
Sudurpashchim,Dadeldhura,Male,6,No,No,Medium,Primary,Private,Yes,1,Yes,N/A,No,No,0.4,No,Yes,Yes
Sudurpashchim,Darchula,Female,9,No,No,Medium,Primary,Public,Yes,1,Yes,N/A,No,No,3.4,No,No,No
Sudurpashchim,Doti,Male,6,No,No,Very High,Primary,Public,Yes,3,Yes,N/A,No,No,1.0,Yes,Yes,No
Sudurpashchim,Kailali,Male,17,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.7,No,Yes,No
Sudurpashchim,Kanchanpur,Male,9,No,No,Very High,Primary,Private,No,3,-,N/A,Yes,No,3.6,No,Yes,Yes
Province 1,Bhojpur,Male,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.1,Yes,Yes,No
Province 1,Dhankuta,Male,8,No,No,Medium,Primary,Private,No,5,-,N/A,Yes,No,0.9,No,Yes,No
Province 1,Ilam,Male,10,No,No,Low,Primary,Public,No,5,-,N/A,Yes,Yes,0.1,Yes,No,No
Province 1,Jhapa,Male,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,2.1,Yes,No,No
Province 1,Khotang,Male,9,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,2.3,Yes,No,Yes
Province 1,Morang,Female,11,No,No,Medium,Lower Secondary,Private,Yes,6,No,No,No,No,2.7,No,Yes,No
Province 1,Okhaldhunga,Male,17,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.9,Yes,Yes,No
Province 1,Panchthar,Female,6,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,0.9,Yes,No,No
Province 1,Sankhuwasabha,Male,11,No,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,4.3,Yes,Yes,No
Province 1,Solukhumbu,Female,17,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.3,Yes,Yes,No
Province 1,Sunsari,Male,11,No,No,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,1.7,Yes,No,No
Province 1,Taplejung,Female,7,Yes,No,Very High,Primary,Public,No,1,-,N/A,Yes,No,0.3,Yes,Yes,No
Province 1,Terhathum,Female,11,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.7,No,Yes,No
Province 1,Udayapur,Male,14,No,No,Very High,Lower Secondary,Private,Yes,6,No,No,No,No,4.3,No,Yes,No
Madhesh,Bara,Female,15,No,No,Low,Upper Secondary,Public,Yes,9,No,No,No,No,4.7,Yes,No,No
Madhesh,Dhanusha,Male,14,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.3,Yes,Yes,No
Madhesh,Mahottari,Female,7,Yes,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,2.7,No,Yes,No
Madhesh,Parsa,Male,15,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.0,No,No,No
Madhesh,Rautahat,Female,9,No,No,Very High,Primary,Private,Yes,1,No,N/A,No,No,2.7,No,Yes,Yes
Madhesh,Saptari,Female,15,No,No,High,Upper Secondary,Public,No,9,-,N/A,Yes,Yes,1.4,Yes,No,No
Madhesh,Sarlahi,Female,14,No,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.4,No,Yes,Yes
Madhesh,Siraha,Male,15,No,No,Low,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,4.5,Yes,No,No
Bagmati,Bhaktapur,Female,13,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.9,No,No,No
Bagmati,Chitwan,Female,10,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,3.5,No,No,Yes
Bagmati,Dhading,Male,7,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,2.1,Yes,Yes,Yes
Bagmati,Dolakha,Male,15,No,No,High,Upper Secondary,Private,Yes,10,No,No,No,No,4.4,No,Yes,No
Bagmati,Kathmandu,Male,9,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,3.0,No,No,No
Bagmati,Kavrepalanchok,Male,8,No,No,Low,Primary,Private,Yes,4,No,N/A,No,No,1.3,No,Yes,Yes
Bagmati,Lalitpur,Male,13,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,1.1,Yes,No,No
Bagmati,Makwanpur,Female,14,No,No,Very High,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.9,No,Yes,No
Bagmati,Nuwakot,Male,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.2,Yes,Yes,Yes
Bagmati,Ramechhap,Male,16,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.7,No,Yes,No
Bagmati,Rasuwa,Male,7,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,2.4,No,No,No
Bagmati,Sindhuli,Male,14,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,3.9,No,Yes,Yes
Bagmati,Sindhupalchok,Male,6,No,No,Medium,Primary,Private,Yes,4,No,N/A,No,No,2.6,No,Yes,No
Gandaki,Baglung,Male,16,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.7,Yes,Yes,Yes
Gandaki,Gorkha,Male,14,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,3.8,Yes,No,Yes
Gandaki,Kaski,Female,17,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.8,Yes,No,No
Gandaki,Lamjung,Male,14,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.9,Yes,Yes,No
Gandaki,Manang,Female,9,Yes,No,Very High,Primary,Public,Yes,4,Yes,N/A,No,No,3.7,Yes,No,No
Gandaki,Mustang,Male,15,No,No,Medium,Upper Secondary,Private,Yes,10,No,No,No,No,4.8,No,Yes,No
Gandaki,Myagdi,Male,9,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,3.0,Yes,No,No
Gandaki,Nawalpur,Female,13,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.8,Yes,No,No
Gandaki,Parbat,Female,12,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.0,Yes,No,No
Gandaki,Syangja,Male,10,No,No,Medium,Primary,Private,Yes,3,No,N/A,No,No,3.0,No,Yes,No
Gandaki,Tanahun,Male,13,Yes,No,Medium,Lower Secondary,Private,Yes,6,Yes,Yes,No,No,2.5,No,Yes,No
Lumbini,Arghakhanchi,Male,6,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,2.2,No,Yes,No
Lumbini,Banke,Female,9,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,3.0,Yes,No,No
Lumbini,Bardiya,Female,15,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.5,Yes,No,Yes
Lumbini,Dang,Female,7,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,4.6,No,No,No
Lumbini,Eastern Rukum,Male,8,No,No,Medium,Primary,Public,No,2,-,N/A,Yes,No,0.2,Yes,No,No
Lumbini,Gulmi,Female,14,No,Yes,Low,Lower Secondary,Public,Yes,8,No,No,No,No,3.9,Yes,No,Yes
Lumbini,Kapilvastu,Male,10,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,4.8,Yes,No,No
Lumbini,Parasi,Female,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.8,No,Yes,Yes
Lumbini,Palpa,Female,8,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,4.8,No,Yes,No
Lumbini,Pyuthan,Male,15,No,No,Medium,Upper Secondary,Private,Yes,10,No,No,No,No,1.8,No,Yes,No
Lumbini,Rolpa,Female,14,No,No,High,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,2.9,No,No,No
Lumbini,Rupandehi,Female,18,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.6,Yes,Yes,No
Karnali,Dailekh,Female,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,2.0,No,Yes,No
Karnali,Dolpa,Female,18,Yes,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,4.7,Yes,No,No
Karnali,Humla,Female,8,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,0.2,Yes,No,No
Karnali,Jajarkot,Female,18,Yes,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,2.1,Yes,No,No
Karnali,Jumla,Female,11,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.3,Yes,No,No
Karnali,Kalikot,Male,18,No,No,Low,Upper Secondary,Private,Yes,12,No,Yes,No,No,3.9,No,Yes,Yes
Karnali,Mugu,Male,16,No,No,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,5.0,Yes,No,No
Karnali,Salyan,Male,6,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,0.1,Yes,Yes,No
Karnali,Surkhet,Male,15,No,No,High,Upper Secondary,Public,Yes,10,Yes,Yes,No,No,2.8,Yes,Yes,Yes
Karnali,Western Rukum,Male,6,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,2.5,No,Yes,No
Sudurpashchim,Achham,Male,7,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.6,Yes,Yes,No
Sudurpashchim,Baitadi,Male,17,No,No,Medium,Upper Secondary,Private,No,11,-,N/A,Yes,Yes,3.6,No,Yes,No
Sudurpashchim,Bajhang,Female,6,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,0.9,No,No,No
Sudurpashchim,Bajura,Female,10,Yes,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,1.3,No,Yes,No
Sudurpashchim,Dadeldhura,Male,9,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,1.0,Yes,No,No
Sudurpashchim,Darchula,Male,7,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,1.2,No,Yes,No
Sudurpashchim,Doti,Female,7,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,3.7,Yes,No,No
Sudurpashchim,Kailali,Male,14,No,Yes,Low,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,4.0,Yes,No,Yes
Sudurpashchim,Kanchanpur,Female,6,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,4.8,Yes,Yes,Yes
Province 1,Bhojpur,Male,14,No,No,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.5,No,Yes,No
Province 1,Dhankuta,Female,17,No,No,Medium,Upper Secondary,Public,Yes,12,No,No,No,No,1.3,Yes,No,Yes
Province 1,Ilam,Male,15,No,No,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,0.3,Yes,No,Yes
Province 1,Jhapa,Male,16,Yes,No,Very High,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,3.4,No,No,No
Province 1,Khotang,Male,14,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,3.0,No,Yes,No
Province 1,Morang,Male,12,Yes,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.1,Yes,No,Yes
Province 1,Okhaldhunga,Male,17,No,No,Very High,Upper Secondary,Public,No,9,-,N/A,Yes,Yes,4.3,Yes,No,No
Province 1,Panchthar,Male,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.6,Yes,Yes,No
Province 1,Sankhuwasabha,Female,11,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.7,Yes,Yes,No
Province 1,Solukhumbu,Male,13,No,No,Medium,Lower Secondary,Private,Yes,8,No,No,No,No,0.2,No,Yes,No
Province 1,Sunsari,Female,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.1,Yes,No,Yes
Province 1,Taplejung,Male,18,No,No,High,Upper Secondary,Private,No,12,-,N/A,Yes,No,2.0,No,Yes,No
Province 1,Terhathum,Female,14,No,No,High,Lower Secondary,Public,Yes,8,No,No,No,No,2.8,Yes,Yes,No
Province 1,Udayapur,Male,18,No,No,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,4.4,No,No,No
Madhesh,Bara,Male,15,Yes,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,1.2,Yes,No,No
Madhesh,Dhanusha,Female,12,No,No,Low,Lower Secondary,Public,Yes,6,Yes,Yes,No,No,3.4,No,Yes,No
Madhesh,Mahottari,Female,15,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,0.3,Yes,No,Yes
Madhesh,Parsa,Female,12,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.3,Yes,No,Yes
Madhesh,Rautahat,Male,18,No,No,Medium,Upper Secondary,Public,Yes,11,Yes,Yes,No,No,0.8,Yes,No,No
Madhesh,Saptari,Female,12,No,No,Low,Lower Secondary,Public,Yes,6,No,No,No,No,1.4,Yes,No,No
Madhesh,Sarlahi,Male,9,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,3.8,No,No,No
Madhesh,Siraha,Female,7,No,No,Very High,Primary,Public,No,4,-,N/A,Yes,No,3.3,No,Yes,No
Bagmati,Bhaktapur,Male,13,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.2,Yes,No,No
Bagmati,Chitwan,Male,17,No,No,Very High,Upper Secondary,Private,Yes,12,No,Yes,No,No,4.8,No,Yes,No
Bagmati,Dhading,Male,7,No,No,Medium,Primary,Private,No,4,-,N/A,Yes,No,4.9,No,Yes,Yes
Bagmati,Dolakha,Female,16,Yes,No,Very High,Upper Secondary,Private,Yes,12,No,No,No,No,1.2,No,Yes,No
Bagmati,Kathmandu,Male,17,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.9,No,No,No
Bagmati,Kavrepalanchok,Female,17,No,No,Very High,Upper Secondary,Public,Yes,9,No,No,No,No,2.5,Yes,Yes,No
Bagmati,Lalitpur,Female,17,No,No,Low,Upper Secondary,Private,Yes,11,No,Yes,No,No,3.3,No,Yes,Yes
Bagmati,Makwanpur,Male,9,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,0.3,No,Yes,Yes
Bagmati,Nuwakot,Female,9,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,1.0,No,Yes,No
Bagmati,Ramechhap,Female,12,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.0,No,Yes,No
Bagmati,Rasuwa,Female,11,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,5.0,No,No,No
Bagmati,Sindhuli,Female,15,No,No,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.0,No,No,Yes
Bagmati,Sindhupalchok,Female,8,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.5,Yes,Yes,No
Gandaki,Baglung,Female,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,3.7,Yes,No,No
Gandaki,Gorkha,Female,6,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,4.9,Yes,No,No
Gandaki,Kaski,Female,18,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.8,Yes,No,No
Gandaki,Lamjung,Female,10,No,No,Medium,Primary,Public,Yes,3,Yes,N/A,No,No,4.4,Yes,Yes,No
Gandaki,Manang,Male,14,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.7,Yes,Yes,No
Gandaki,Mustang,Female,11,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.7,No,No,No
Gandaki,Myagdi,Female,11,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.2,Yes,Yes,Yes
Gandaki,Nawalpur,Female,17,No,No,Medium,Upper Secondary,Private,Yes,9,No,No,No,No,4.4,No,Yes,Yes
Gandaki,Parbat,Female,15,Yes,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.0,Yes,No,No
Gandaki,Syangja,Male,17,No,No,Low,Upper Secondary,Public,Yes,10,Yes,Yes,No,No,1.8,Yes,No,No
Gandaki,Tanahun,Female,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.7,Yes,No,No
Lumbini,Arghakhanchi,Female,8,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,2.2,Yes,No,No
Lumbini,Banke,Female,13,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.7,No,No,Yes
Lumbini,Bardiya,Female,17,Yes,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.3,Yes,No,No
Lumbini,Dang,Female,7,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,3.5,Yes,No,Yes
Lumbini,Eastern Rukum,Male,6,No,Yes,Very High,Primary,Public,Yes,3,No,N/A,No,No,3.2,No,Yes,No
Lumbini,Gulmi,Female,7,No,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,1.0,No,Yes,Yes
Lumbini,Kapilvastu,Male,16,No,Yes,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.7,No,Yes,No
Lumbini,Parasi,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,4.3,Yes,No,No
Lumbini,Palpa,Male,9,Yes,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,0.5,Yes,Yes,Yes
Lumbini,Pyuthan,Male,11,No,No,High,Lower Secondary,Public,Yes,6,Yes,Yes,No,No,4.1,No,No,No
Lumbini,Rolpa,Male,7,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,2.2,Yes,No,No
Lumbini,Rupandehi,Male,7,No,No,High,Primary,Private,Yes,2,No,N/A,No,No,1.0,No,Yes,No
Karnali,Dailekh,Male,8,No,Yes,Medium,Primary,Private,No,5,-,N/A,Yes,No,2.8,No,Yes,No
Karnali,Dolpa,Female,18,No,No,Very High,Upper Secondary,Private,Yes,12,No,No,No,No,3.9,No,Yes,Yes
Karnali,Humla,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,Yes,No,No,No,1.0,Yes,No,No
Karnali,Jajarkot,Male,14,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.2,Yes,Yes,No
Karnali,Jumla,Male,13,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.4,No,Yes,No
Karnali,Kalikot,Male,13,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,1.7,No,Yes,No
Karnali,Mugu,Female,13,Yes,No,Very High,Lower Secondary,Public,Yes,7,Yes,No,No,No,3.0,No,No,No
Karnali,Salyan,Male,14,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,0.1,No,Yes,No
Karnali,Surkhet,Female,17,No,No,High,Upper Secondary,Public,Yes,10,No,No,No,No,4.0,Yes,Yes,Yes
Karnali,Western Rukum,Female,15,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,3.5,Yes,No,No
Sudurpashchim,Achham,Female,17,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.4,Yes,No,No
Sudurpashchim,Baitadi,Female,7,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,4.1,Yes,No,Yes
Sudurpashchim,Bajhang,Male,7,No,No,High,Primary,Public,Yes,3,Yes,N/A,No,No,2.7,Yes,No,No
Sudurpashchim,Bajura,Female,7,Yes,No,Medium,Primary,Private,No,5,-,N/A,Yes,No,1.2,No,Yes,No
Sudurpashchim,Dadeldhura,Male,10,Yes,No,Low,Primary,Public,Yes,3,No,N/A,No,No,2.8,Yes,No,No
Sudurpashchim,Darchula,Female,13,No,No,Very High,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.5,No,Yes,No
Sudurpashchim,Doti,Female,9,No,No,Medium,Primary,Public,No,2,-,N/A,Yes,No,1.3,Yes,No,No
Sudurpashchim,Kailali,Female,11,Yes,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.3,No,No,No
Sudurpashchim,Kanchanpur,Male,14,No,No,Very High,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,1.5,Yes,Yes,Yes
Province 1,Bhojpur,Female,12,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,2.4,No,Yes,Yes
Province 1,Dhankuta,Female,6,No,Yes,Very High,Primary,Public,Yes,1,No,N/A,No,No,3.4,Yes,Yes,Yes
Province 1,Ilam,Female,6,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,0.1,Yes,No,No
Province 1,Jhapa,Male,10,No,No,Low,Primary,Public,No,3,-,N/A,Yes,Yes,1.3,Yes,Yes,No
Province 1,Khotang,Male,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.4,No,No,No
Province 1,Morang,Female,15,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.7,Yes,Yes,No
Province 1,Okhaldhunga,Female,9,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,3.7,Yes,No,No
Province 1,Panchthar,Male,17,No,No,Medium,Upper Secondary,Public,Yes,11,No,No,No,No,3.1,Yes,No,No
Province 1,Sankhuwasabha,Female,16,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.6,No,Yes,No
Province 1,Solukhumbu,Male,7,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.1,Yes,No,No
Province 1,Sunsari,Female,11,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,3.3,No,Yes,No
Province 1,Taplejung,Male,11,Yes,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,3.5,Yes,No,No
Province 1,Terhathum,Male,16,No,No,Medium,Upper Secondary,Private,Yes,9,Yes,No,No,No,3.9,No,Yes,No
Province 1,Udayapur,Male,8,No,No,High,Primary,Private,Yes,5,No,N/A,No,No,3.2,No,Yes,Yes
Madhesh,Bara,Female,18,No,No,Very High,Upper Secondary,Public,Yes,9,No,No,No,No,3.3,No,No,No
Madhesh,Dhanusha,Female,14,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.8,Yes,No,No
Madhesh,Mahottari,Female,10,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,0.7,No,No,No
Madhesh,Parsa,Female,6,No,No,Medium,Primary,Public,No,5,-,N/A,Yes,No,3.9,Yes,Yes,No
Madhesh,Rautahat,Male,9,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,2.3,Yes,Yes,No
Madhesh,Saptari,Female,12,Yes,No,Low,Lower Secondary,Public,Yes,6,No,No,No,No,3.7,Yes,Yes,Yes
Madhesh,Sarlahi,Male,15,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.3,Yes,Yes,No
Madhesh,Siraha,Male,11,No,No,Very High,Lower Secondary,Private,Yes,7,No,No,No,No,1.2,No,Yes,No
Bagmati,Bhaktapur,Male,10,No,No,High,Primary,Private,Yes,3,No,N/A,No,No,3.2,No,Yes,No
Bagmati,Chitwan,Male,8,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,2.6,Yes,Yes,No
Bagmati,Dhading,Male,18,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.5,Yes,No,Yes
Bagmati,Dolakha,Male,10,No,No,High,Primary,Private,Yes,3,No,N/A,No,No,4.7,No,Yes,No
Bagmati,Kathmandu,Male,12,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.4,Yes,No,Yes
Bagmati,Kavrepalanchok,Female,6,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,0.7,Yes,No,No
Bagmati,Lalitpur,Female,13,No,No,Very High,Lower Secondary,Public,Yes,7,No,No,No,No,2.5,Yes,No,Yes
Bagmati,Makwanpur,Female,13,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,2.6,No,Yes,No
Bagmati,Nuwakot,Male,14,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,3.5,Yes,Yes,No
Bagmati,Ramechhap,Male,14,Yes,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.4,Yes,Yes,No
Bagmati,Rasuwa,Female,13,No,No,Low,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,4.5,Yes,No,No
Bagmati,Sindhuli,Male,18,No,Yes,Very High,Upper Secondary,Private,Yes,10,No,No,No,No,3.0,No,Yes,No
Bagmati,Sindhupalchok,Male,14,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,3.4,Yes,Yes,No
Gandaki,Baglung,Female,16,No,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,0.9,No,Yes,No
Gandaki,Gorkha,Male,8,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,0.3,Yes,Yes,No
Gandaki,Kaski,Female,6,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.9,Yes,Yes,No
Gandaki,Lamjung,Male,13,No,No,High,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,0.7,Yes,No,No
Gandaki,Manang,Female,7,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,1.4,No,No,Yes
Gandaki,Mustang,Female,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.0,Yes,Yes,No
